Time:	eggs:	instar1:	instar2:	instar3:	pupae:	males:	females:	
86	0	0	0	0	0	0	0	
87	0	0	0	0	0	0	0	
88	0	0	0	0	0	0	0	
89	0	0	0	0	0	0	0	
90	0	0	0	0	0	0	0	
91	0	0	0	0	0	0	0	
92	0	0	0	0	0	0	0	
93	0	0	0	0	0	0	0	
94	0	0	0	0	0	0	0	
95	0	0	0	0	0	0	0	
96	0	0	0	0	0	0	0	
97	0	0	0	0	0	0	0	
98	0	0	0	0	0	0	0	
99	0	0	0	0	0	0	0	
100	0	0	0	0	0	0	0	
101	0	0	0	0	0	0	0	
102	0	0	0	0	0	0	0	
103	0	0	0	0	0	0	0	
104	0	0	0	0	0	0	0	
105	0	0	0	0	0	0	0	
106	0	0	0	0	0	0	0	
107	0	0	0	0	0	0	0	
108	0	0	0	0	0	0	0	
109	0	0	0	0	0	0	0	
110	0	0	0	0	0	0	0	
111	0	0	0	0	0	0	0	
112	0	0	0	0	0	0	0	
113	0	0	0	0	0	0	0	
114	0	0	0	0	0	0	0	
115	0	0	0	0	0	0	0	
116	0	0	0	0	0	0	0	
117	0	0	0	0	0	0	0	
118	0	0	0	0	0	0	0	
119	0	0	0	0	0	0	0	
120	0	0	0	0	0	0	0	
121	0	0	0	0	0	0	0	
122	0	0	0	0	0	0	0	
123	0	0	0	0	0	0	0	
124	0	0	0	0	0	0	0	
125	0	0	0	0	0	0	0	
126	0	0	0	0	0	0	0	
127	0	0	0	0	0	0	0	
128	0	0	0	0	0	0	0	
129	0	0	0	0	0	0	0	
130	0	0	0	0	0	0	0	
131	0	0	0	0	0	0	0	
132	0	0	0	0	0	0	0	
133	0	0	0	0	0	0	0	
134	0	0	0	0	0	0	0	
135	0	0	0	0	0	0	0	
136	0	0	0	0	0	0	0	
137	0	0	0	0	0	0	0	
138	0	0	0	0	0	0	0	
139	0	0	0	0	0	0	0	
140	0	0	0	0	0	0	0	
141	0	0	0	0	0	0	0	
142	0	0	0	0	0	0	0	
143	0	0	0	0	0	0	0	
144	0	0	0	0	0	0	0	
145	0	0	0	0	0	0	0	
146	0	0	0	0	0	0	0	
147	0	0	0	0	0	0	0	
148	0	0	0	0	0	0	0	
149	6.74476	0.0720102	0.000379458	1.94023e-06	1.58466e-08	9.56835e-11	9.73458	
150	12.6061	0.274857	0.00312211	3.52124e-05	6.55073e-07	9.4266e-09	9.47453	
151	15.9019	0.52537	0.00909901	0.000154777	4.36872e-06	9.67738e-08	9.20307	
152	17.1851	0.754484	0.0174651	0.000389852	1.44388e-05	4.21726e-07	8.9174	
153	17.1964	0.932938	0.0269379	0.000734495	3.31735e-05	1.18217e-06	8.61872	
154	18.078	1.13871	0.0401468	0.00132698	7.22481e-05	3.1323e-06	8.34188	
155	20.2236	1.41063	0.0591814	0.00234983	0.000153207	8.07884e-06	8.08778	
156	22.3486	1.72184	0.0834688	0.0038719	0.000295627	1.85487e-05	7.84152	
157	25.1705	2.11292	0.116352	0.00621373	0.000547933	4.05939e-05	7.60768	
158	31.0669	2.77922	0.171355	0.0105571	0.00107779	9.59467e-05	7.39506	
159	35.227	3.52956	0.24112	0.0166248	0.00191429	0.000197917	7.184	
160	37.828	4.29106	0.325293	0.0247047	0.00314553	0.000369003	6.9742	
161	40.2094	5.1271	0.43229	0.0360669	0.00503284	0.00066532	6.77013	
162	41.7463	5.96683	0.55893	0.0509886	0.00773633	0.00114034	6.56967	
163	42.2618	6.74783	0.700611	0.0695293	0.0113929	0.00185406	6.37184	
164	42.1637	7.47417	0.858028	0.0923667	0.0162709	0.0029089	6.17783	
165	41.3218	8.09733	1.02435	0.119123	0.0224565	0.00438477	5.98661	
166	40.9689	8.76617	1.21949	0.153569	0.0309658	0.00664343	5.80436	
167	41.3483	9.56953	1.45898	0.199529	0.0430838	0.0102458	5.63248	
168	41.1203	10.3249	1.71627	0.253324	0.0583778	0.0153087	5.46631	
169	40.99	11.1299	2.01078	0.319776	0.0784884	0.0227636	5.30904	
170	40.5916	11.9147	2.33189	0.397893	0.103666	0.0331939	5.16004	
171	40.4141	12.7804	2.70289	0.494384	0.136447	0.0484504	5.02252	
172	39.9415	13.6041	3.09984	0.604921	0.176206	0.0691483	4.8958	
173	39.146	14.3368	3.51067	0.727497	0.222727	0.0961745	4.78049	
174	38.6433	15.1375	3.97418	0.874183	0.280659	0.133989	4.68253	
175	37.9903	15.8711	4.4541	1.03572	0.347552	0.182808	4.60129	
176	37.4735	16.6409	4.97797	1.22172	0.42746	0.248357	4.54281	
177	36.6264	17.2047	5.4687	1.40746	0.511438	0.324897	4.50126	
178	35.4438	17.5583	5.91343	1.58815	0.597073	0.411381	4.47471	
179	34.2834	17.794	6.33056	1.76963	0.68627	0.511436	4.46754	
180	33.1384	17.9127	6.71035	1.94723	0.776945	0.624252	4.47888	
181	32.6514	18.1032	7.10514	2.14009	0.876889	0.763604	4.52495	
182	32.6788	18.401	7.51666	2.34662	0.985876	0.934103	4.6101	
183	32.8057	18.7028	7.90694	2.54784	1.09556	1.12555	4.72379	
184	33.0466	19.0098	8.27617	2.74184	1.204	1.33689	4.86521	
185	33.5865	19.4045	8.65007	2.93763	1.31421	1.57749	5.0441	
186	34.2771	19.8359	9.01323	3.12619	1.42171	1.83828	5.25175	
187	35.1941	20.371	9.38838	3.31572	1.52925	2.12794	5.49687	
188	36.199	20.8792	9.7387	3.48939	1.62931	2.42193	5.7558	
189	37.3997	21.4401	10.0867	3.65719	1.7254	2.72966	6.03738	
190	38.6293	21.982	10.4132	3.81118	1.81418	3.03526	6.3257	
191	40.2196	22.6805	10.7683	3.97143	1.90333	3.3661	6.64791	
192	41.6777	23.3094	11.0953	4.11454	1.98431	3.6802	6.96226	
193	43.3668	24.0331	11.4379	4.25935	2.06374	4.00479	7.29541	
194	45.3997	24.9453	11.825	4.41568	2.14571	4.35383	7.66129	
195	47.5624	26.0324	12.2629	4.58437	2.23115	4.72515	8.05768	
196	49.8324	27.1991	12.7361	4.75986	2.31863	5.10372	8.47024	
197	52.2482	28.387	13.2287	4.93832	2.40694	5.47876	8.88848	
198	54.7245	29.6977	13.7668	5.13054	2.49978	5.86774	9.32885	
199	57.1576	31.1366	14.3618	5.34096	2.59937	6.27622	9.79669	
200	59.8927	32.5496	14.9725	5.5563	2.70211	6.6786	10.268	
201	62.7243	34.0103	15.6088	5.78135	2.80928	7.08433	10.7512	
202	65.6156	35.5151	16.2698	6.01592	2.92102	7.49383	11.2464	
203	68.3573	36.9231	16.9162	6.24654	3.03277	7.88567	11.7321	
204	70.7418	38.2243	17.5415	6.47221	3.14339	8.26112	12.2081	
205	73.7002	39.7697	18.2381	6.726	3.26434	8.6765	12.731	
206	76.4108	41.2467	18.9278	6.97786	3.38651	9.0824	13.2515	
207	79.41	42.8655	19.6656	7.2483	3.51638	9.51352	13.8043	
208	82.2292	44.4418	20.4054	7.52008	3.64847	9.94181	14.3613	
209	85.3935	46.1776	21.2	7.81285	3.78922	10.4002	14.9558	
210	88.5782	47.9559	22.0211	8.11549	3.93543	10.8704	15.5695	
211	91.9225	49.8407	22.8868	8.43484	4.08926	11.3638	16.2143	
212	95.5873	51.9992	23.8473	8.78839	4.25712	11.9088	16.9186	
213	99.2195	54.3721	24.9035	9.17524	4.43982	12.5024	17.6802	
214	103.074	56.5822	25.9516	9.55975	4.62563	13.0845	18.4415	
215	106.922	58.7866	27.0155	9.95324	4.81685	13.6765	19.2226	
216	110.561	60.8841	28.064	10.3447	5.00949	14.2628	20.0075	
217	113.348	62.6654	29.0358	10.713	5.19533	14.8121	20.7636	
218	115.07	64.0806	29.9133	11.0544	5.37157	15.3227	21.4869	
219	117.637	65.622	30.8203	11.4158	5.5544	15.8761	22.2603	
220	121.205	67.4605	31.7943	11.8063	5.74897	16.4905	23.1033	
221	124.107	69.1607	32.7246	12.1798	5.94005	17.0887	23.9379	
222	125.715	70.4981	33.5585	12.519	6.11945	17.641	24.7324	
223	126.625	71.55	34.3159	12.8352	6.28941	18.1685	25.5067	
224	128.678	72.7587	35.1024	13.1691	6.46438	18.7446	26.3366	
225	129.872	73.7447	35.8127	13.4765	6.63037	19.2923	27.143	
226	129.243	74.2115	36.3757	13.732	6.77692	19.7673	27.8776	
227	130.369	74.876	36.9717	14.009	6.9281	20.3046	28.6809	
228	133.907	76.117	37.6766	14.3295	7.09417	20.9485	29.6004	
229	136.451	77.3238	38.3413	14.6253	7.25386	21.5676	30.5015	
230	134.85	77.6153	38.7713	14.8258	7.37948	22.0211	31.2341	
231	133.332	77.6488	39.1379	15.0101	7.49377	22.4623	31.955	
232	135.396	78.2827	39.6329	15.2529	7.62399	23.0416	32.8239	
233	138.687	79.3644	40.1968	15.5173	7.7626	23.6877	33.7682	
234	138.905	79.9316	40.617	15.7156	7.88017	24.2144	34.5935	
235	139.513	80.5203	41.0413	15.9146	7.99441	24.7572	35.4392	
236	139.98	81.0507	41.4461	16.1052	8.10332	25.2956	36.2838	
237	143.389	82.2174	41.9944	16.3494	8.22816	25.9611	37.267	
238	146.17	83.3478	42.5201	16.574	8.34865	26.5895	38.2209	
239	150.372	84.9481	43.1527	16.8298	8.4786	27.2872	39.2552	
240	151.469	85.7719	43.6082	17.0075	8.5852	27.8025	40.1114	
241	149.347	85.5839	43.8253	17.098	8.65978	28.1213	40.7668	
242	146.031	84.6511	43.8489	17.1286	8.70833	28.3122	41.2885	
243	145.144	83.7483	43.8366	17.1633	8.75127	28.5235	41.8343	
244	142.972	82.2974	43.6241	17.1285	8.76991	28.5972	42.2354	
245	140.707	80.4873	43.253	17.0406	8.76729	28.5724	42.5314	
246	135.191	77.732	42.5856	16.8391	8.72566	28.3106	42.5672	
247	132.423	75.0255	41.8519	16.626	8.67076	28.047	42.5968	
248	131.751	72.4662	41.0518	16.3933	8.6028	27.7647	42.6022	
249	131.272	69.8894	40.1533	16.1179	8.51772	27.4044	42.517	
250	127.948	66.8305	39.0889	15.7639	8.40819	26.8667	42.2272	
251	121.126	63.1106	37.841	15.3255	8.27128	26.1292	41.6946	
252	111.852	58.8333	36.4331	14.8154	8.10865	25.2209	40.9373	
253	104.504	54.7012	35.0184	14.3092	7.93756	24.3257	40.1709	
254	98.4265	50.7523	33.6011	13.8045	7.7596	23.4374	39.3865	
255	93.1498	47.0107	32.1878	13.3007	7.57605	22.5533	38.5792	
256	83.5025	42.8416	30.6425	12.7151	7.37317	21.4644	37.4691	
257	72.7454	38.4812	28.9952	12.0675	7.14844	20.2303	36.1056	
258	63.9501	34.5872	27.4445	11.4667	6.92914	19.1029	34.8398	
259	56.8691	31.1269	25.9852	10.9097	6.71489	18.0766	33.6694	
260	51.1842	28.0513	24.6069	10.3903	6.50459	17.1378	32.5804	
261	46.4964	25.3044	23.2971	9.90024	6.29714	16.2677	31.5499	
262	42.6381	22.8565	22.0519	9.43715	6.09228	15.4608	30.5738	
263	40.4129	20.7707	20.8887	9.01668	5.89	14.7609	29.7208	
264	37.5221	18.8348	19.7609	8.59754	5.69109	14.0563	28.8307	
265	33.2074	16.8948	18.6281	8.14956	5.49245	13.267	27.7743	
266	28.8982	15.0479	17.513	7.69525	5.29242	12.455	26.6381	
267	25.466	13.4468	16.4799	7.2812	5.09836	11.7347	25.6129	
268	21.8087	11.8565	15.425	6.83435	4.89833	10.9288	24.3976	
269	18.6287	10.4263	14.4194	6.40512	4.70115	10.159	23.1987	
270	15.9565	9.17731	13.4844	6.00817	4.51095	9.45813	22.081	
271	13.7091	8.08517	12.6141	5.64043	4.32722	8.8191	21.0374	
272	11.8129	7.12734	11.8018	5.29829	4.1494	8.23346	20.0576	
273	10.0706	6.24076	11.0077	4.95405	3.97274	7.6363	19.0209	
274	8.70762	5.50116	10.2968	4.65506	3.80567	7.13818	18.1433	
275	7.43796	4.8179	9.60417	4.35438	3.64149	6.62806	17.2142	
276	6.33206	4.20817	8.94629	4.06552	3.48163	6.13871	16.2969	
277	5.39166	3.67404	8.33152	3.7951	3.3275	5.68534	15.425	
278	4.57323	3.19756	7.74643	3.53438	3.17746	5.24812	14.5598	
279	3.89462	2.78911	7.21057	3.29779	3.03451	4.8597	13.7733	
280	3.32421	2.4348	6.71433	3.07936	2.89742	4.50664	13.0412	
281	2.84139	2.12606	6.25291	2.87629	2.76576	4.18255	12.3528	
282	2.42738	1.85509	5.82101	2.68527	2.6392	3.87975	11.6941	
283	2.06601	1.61473	5.41234	2.50221	2.51727	3.58882	11.0459	
284	1.74936	1.40039	5.02265	2.32478	2.39935	3.30484	10.3972	
285	1.48043	1.21339	4.65831	2.15836	2.28588	3.04077	9.77857	
286	1.23403	1.03684	4.28076	1.97929	2.16713	2.74871	9.06908	
287	1.02935	0.886438	3.93582	1.816	2.0556	2.48598	8.41489	
288	0.859808	0.758655	3.62247	1.66795	1.95183	2.25077	7.81574	
289	0.718379	0.649413	3.33414	1.53219	1.85298	2.03861	7.26041	
290	0.607075	0.561331	3.08838	1.42014	1.7634	1.87257	6.81383	
291	0.514638	0.485919	2.86313	1.31813	1.67795	1.72468	6.40547	
292	0.42985	0.41573	2.63432	1.21026	1.59274	1.56095	5.94651	
293	0.359002	0.355628	2.42343	1.11105	1.51163	1.41256	5.51942	
294	0.298662	0.303253	2.22241	1.01676	1.43014	1.27424	5.10669	
295	0.248411	0.25853	2.03757	0.930253	1.35273	1.14919	4.72354	
296	0.206785	0.220536	1.86924	0.851619	1.28028	1.03704	4.37163	
297	0.171641	0.187668	1.71066	0.777743	1.20877	0.933572	4.03602	
298	0.142076	0.15931	1.56173	0.708551	1.1385	0.83838	3.71703	
299	0.116873	0.134469	1.41771	0.641866	1.06625	0.748637	3.40383	
300	0.0961146	0.11347	1.2866	0.581289	0.998308	0.668307	3.11605	
301	0.0791805	0.0959011	1.16946	0.527263	0.936168	0.597541	2.85705	
302	0.0651596	0.0809696	1.0619	0.477768	0.876999	0.533721	2.61685	
303	0.0537651	0.0685252	0.966509	0.433943	0.823511	0.477846	2.40247	
304	0.0438302	0.0573375	0.869777	0.389697	0.764585	0.422996	2.18077	
305	0.0357803	0.04804	0.78376	0.350424	0.710811	0.374936	1.98211	
306	0.0292739	0.0403354	0.707741	0.315775	0.662212	0.33304	1.80532	
307	0.0238063	0.0336686	0.635376	0.282895	0.61335	0.294101	1.63472	
308	0.0194973	0.0282954	0.574286	0.255162	0.571949	0.261482	1.49028	
309	0.0159411	0.0237407	0.518221	0.22977	0.532471	0.2321	1.35636	
310	0.0129456	0.0197892	0.46459	0.205561	0.492501	0.20468	1.22645	
311	0.0104229	0.016356	0.413001	0.182353	0.451701	0.178977	1.09963	
312	0.00841924	0.0135621	0.368323	0.162286	0.415613	0.157007	0.989091	
313	0.0068052	0.0112526	0.328687	0.14452	0.38265	0.137821	0.890223	
314	0.0055286	0.00938285	0.294769	0.129336	0.354045	0.121579	0.8052	
315	0.00451344	0.00786025	0.26558	0.116285	0.329097	0.10775	0.731677	
316	0.00368625	0.00658715	0.239369	0.104589	0.30602	0.0955294	0.665106	
317	0.00301952	0.00553481	0.216311	0.0943174	0.285307	0.0849173	0.606178	
318	0.00243761	0.0045865	0.192791	0.0838863	0.26235	0.0744469	0.544886	
319	0.00196692	0.00379888	0.171748	0.0745738	0.241127	0.0652368	0.48956	
320	0.00158863	0.00314942	0.153142	0.0663561	0.221824	0.0572187	0.440254	
321	0.00126965	0.00258397	0.135143	0.0584349	0.201965	0.0496681	0.391831	
322	0.00101031	0.00211086	0.118746	0.0512375	0.183093	0.0429279	0.347231	
323	0.000811109	0.00173962	0.105257	0.0453223	0.167444	0.0374294	0.310415	
324	0.000647636	0.00142594	0.0927989	0.0398743	0.152309	0.0324595	0.27601	
325	0.000516666	0.00116781	0.0817452	0.0350513	0.138425	0.0281255	0.245209	
326	0.000408031	0.000946825	0.071289	0.0305039	0.124552	0.0241265	0.21567	
327	0.000320728	0.000764066	0.0618806	0.0264227	0.111548	0.0205996	0.188805	
328	0.000252094	0.000616558	0.0537117	0.0228866	0.0998973	0.0175876	0.165279	
329	0.000199775	0.000501601	0.0470014	0.0199854	0.0901921	0.0151386	0.145865	
330	0.000155759	0.000402324	0.0407797	0.0173008	0.0809323	0.0129033	0.12772	
331	0.00010813	0.00029868	0.0364401	0.0153779	0.0782771	0.0110575	0.117066	
332	7.50645e-05	0.000221736	0.0325623	0.0136687	0.075709	0.00947574	0.107841	
333	5.21104e-05	0.000164614	0.0290971	0.0121494	0.0732252	0.00812026	0.0996305	
334	3.61754e-05	0.000122207	0.0260007	0.010799	0.0708229	0.00695868	0.0922064	
335	2.51132e-05	9.07252e-05	0.0232339	0.00959871	0.0684994	0.00596325	0.0854327	
336	1.74337e-05	6.73532e-05	0.0207614	0.00853183	0.0662521	0.00511022	0.0792191	
337	1.21026e-05	5.00021e-05	0.0185521	0.00758353	0.0640786	0.00437922	0.0735003	
338	8.4017e-06	3.71209e-05	0.0165778	0.00674063	0.0619763	0.00375278	0.0682256	
339	5.83251e-06	2.75581e-05	0.0148137	0.00599142	0.059943	0.00321596	0.0633529	
340	4.04896e-06	2.04588e-05	0.0132373	0.00532548	0.0579765	0.00275592	0.0588464	
341	2.81081e-06	1.51883e-05	0.0118286	0.00473356	0.0560744	0.00236169	0.0546749	
342	1.95128e-06	1.12756e-05	0.0105699	0.00420743	0.0542348	0.00202386	0.0508107	
343	1.35459e-06	8.37086e-06	0.00944506	0.00373978	0.0524555	0.00173435	0.0472289	
344	9.40365e-07	6.21442e-06	0.00843995	0.00332411	0.0507346	0.00148626	0.0439071	
345	6.52807e-07	4.6135e-06	0.00754181	0.00295464	0.0490701	0.00127365	0.0408251	
346	4.53183e-07	3.425e-06	0.00673924	0.00262623	0.0474602	0.00109146	0.0379645	
347	3.14602e-07	2.54268e-06	0.00602207	0.00233433	0.0459032	0.000935328	0.0353084	
348	2.18399e-07	1.88765e-06	0.00538123	0.00207487	0.0443972	0.000801532	0.0328415	
349	1.51614e-07	1.40137e-06	0.00480858	0.00184425	0.0429407	0.000686875	0.0305496	
350	1.05251e-07	1.04036e-06	0.00429687	0.00163927	0.0415319	0.000588619	0.0284199	
351	7.30661e-08	7.72347e-07	0.00383962	0.00145706	0.0401694	0.000504418	0.0264405	
352	5.0723e-08	5.73381e-07	0.00343102	0.00129511	0.0388515	0.000432263	0.0246004	
353	3.52123e-08	4.2567e-07	0.0030659	0.00115116	0.0375769	0.000370428	0.0228896	
354	2.44447e-08	3.16012e-07	0.00273964	0.00102321	0.0363441	0.00031744	0.0212988	
355	1.69707e-08	2.34603e-07	0.0024481	0.000909484	0.0351518	0.000272031	0.0198194	
356	1.17812e-08	1.74166e-07	0.00218758	0.000808396	0.0339985	0.000233117	0.0184433	
357	8.17857e-09	1.29299e-07	0.00195479	0.000718544	0.0328831	0.00019977	0.0171634	
358	5.67762e-09	9.59897e-08	0.00174677	0.000638679	0.0318043	0.000171194	0.0159727	
359	3.94149e-09	7.12615e-08	0.00156089	0.000567691	0.0307609	0.000146705	0.014865	
360	2.73661e-09	5.29036e-08	0.00139478	0.000504593	0.0297517	0.000125719	0.0138344	
361	1.90004e-09	3.9275e-08	0.00124636	0.000448508	0.0287757	0.000107735	0.0128755	
362	1.31917e-09	2.91572e-08	0.00111372	0.000398657	0.0278316	9.2324e-05	0.0119832	
363	9.16159e-10	2.16459e-08	0.000995205	0.000354347	0.0269185	7.91173e-05	0.011153	
364	6.3678e-10	1.60697e-08	0.0008893	0.000314961	0.0260354	6.77998e-05	0.0103804	
